"Var.1","Name","Time","Year","Var.5","Race","Beer","beer_url","name_url","event_url","event_name","event_location","event_date","minute","seconds","total_time_in_secs"
833,"Barry Lass","6:52",2010,NA,"Morris County, NJ8th Annual New Jersey Bee...","Yingling","https://www.beermile.com/records/ref_beer/beertype_Yingling","https://www.beermile.com/query_indy/submit_1/ref_query/name_Barry+Lass","https://www.beermile.com/display/event_1464","8th Annual New Jersey Beermile Championships","Morris County, NJ","December 18, 2010",6,52,412
834,"Jeramie Carbonaro","6:52",1998,NA,"Windsor, ONWindsor Beer Mile","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jeramie+Carbonaro","https://www.beermile.com/display/event_114","Windsor Beer Mile","Windsor, ON","December 4, 1998",6,52,412
835,"Tom Jones","6:52",1992,NA,"Kingston, ONKingston Classic IV","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Tom+Jones","https://www.beermile.com/display/event_37","Kingston Classic IV","Kingston, ON","August 1, 1992",6,52,412
836,"Rhys Trenhaile","6:52",1996,NA,"London, ONUWO / Queen's Virtual Bee...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Rhys+Trenhaile","https://www.beermile.com/display/event_64","UWO / Queen's Virtual Beer Mile","London, ON","November 15, 1996",6,52,412
837,"Lewis ""LT"" Taylor","6:52",2013,NA,"Eugene, OREugene Beer Mile #3","variety","https://www.beermile.com/records/ref_beer/beertype_variety","https://www.beermile.com/query_indy/submit_1/ref_query/name_Lewis+""LT""+Taylor","https://www.beermile.com/display/event_5803","Eugene Beer Mile #3","Eugene, OR","May 11, 2013",6,52,412
838,"Pat ""Rooster"" Mahoney","6:52",2007,NA,"Grand Forks, ND3rd ever UND Firewater Fu...","Pabst Blue Ribbon","https://www.beermile.com/records/ref_beer/beertype_Pabst+Blue+Ribbon","https://www.beermile.com/query_indy/submit_1/ref_query/name_Pat+""Rooster""+Mahoney","https://www.beermile.com/display/event_893","3rd ever UND Firewater Fun Run","Grand Forks, ND","November 30, 2007",6,52,412
839,"Jon Salerno","6:52",2000,NA,"Rochester, NY2000 Rochester Beer Mile","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jon+Salerno","https://www.beermile.com/display/event_160","2000 Rochester Beer Mile","Rochester, NY","May 11, 2000",6,52,412
840,"Kenny White","6:52",2001,NA,"Vancouver, BC3rd Annual Brockton Oval ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Kenny+White","https://www.beermile.com/display/event_162","3rd Annual Brockton Oval Beer Mile","Vancouver, BC","August 1, 2001",6,52,412
841,"Phillipp Escher","6:52",2020,NA,"Niederelbert1. Race Rheinland Beermil...","Heineken","https://www.beermile.com/records/ref_beer/beertype_Heineken","https://www.beermile.com/query_indy/submit_1/ref_query/name_Phillipp+Escher","https://www.beermile.com/display/event_151645","1. Race Rheinland Beermile Weltcup 2020","Niederelbert","June 12, 2020",6,52,412
842,"Garret Burger","6:52",2015,NA,"New York, NY2015 Spring NYC Beer Mile...","Arcadia Whitson","https://www.beermile.com/records/ref_beer/beertype_Arcadia+Whitson","https://www.beermile.com/query_indy/submit_1/ref_query/name_Garret+Burger","https://www.beermile.com/display/event_6384","2015 Spring NYC Beer Mile Championship","New York, NY","June 18, 2015",6,52,412
843,"Nick Alden","6:52",2016,NA,"Eugene, OR, United StatesEugene Beer Mile #7","Sweet Life","https://www.beermile.com/records/ref_beer/beertype_Sweet+Life","https://www.beermile.com/query_indy/submit_1/ref_query/name_Nick+Alden","https://www.beermile.com/display/event_6695","Eugene Beer Mile #7 ","Eugene, OR, United States","May 28, 2016",6,52,412
844,"Timothy Ela","6:52",2017,NA,"Clifton Park, NYShmaltz Beer Mile - Wave ...","Slingshot","https://www.beermile.com/records/ref_beer/beertype_Slingshot","https://www.beermile.com/query_indy/submit_1/ref_query/name_Timothy+Ela","https://www.beermile.com/display/event_151055","Shmaltz Beer Mile - Wave 1","Clifton Park, NY","September 27, 2017",6,52,412
845,"Eric Langhjelm","6:52",2002,NA,"Vancouver, BC4th Annual Gemini Beer MI...","Canadian","https://www.beermile.com/records/ref_beer/beertype_Canadian","https://www.beermile.com/query_indy/submit_1/ref_query/name_Eric+Langhjelm","https://www.beermile.com/display/event_172","4th Annual Gemini Beer MIle","Vancouver, BC","September 13, 2002",6,52,412
846,"Derek Hutton","6:52",2018,NA,"Cayce, SC, USASoda City Beer Mile","Heineken","https://www.beermile.com/records/ref_beer/beertype_Heineken","https://www.beermile.com/query_indy/submit_1/ref_query/name_Derek+Hutton","https://www.beermile.com/display/event_151196","Soda City Beer Mile","Cayce, SC, USA","April 21, 2018",6,52,412
847,"Justin Ackerman","6:52",2015,NA,"Braintree, MaAckerman / Lebo","Coors Banquet","https://www.beermile.com/records/ref_beer/beertype_Coors+Banquet","https://www.beermile.com/query_indy/submit_1/ref_query/name_Justin+Ackerman","https://www.beermile.com/display/event_6374","Ackerman / Lebo","Braintree, Ma","June 13, 2015",6,52,412
848,"Will Rial","6:52",2020,NA,"San Francisco, cA2020 Beer Mile World Clas...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Will+Rial","https://www.beermile.com/display/event_151627","2020 Beer Mile World Classic (Men's)","San Francisco, cA","July 4, 2020",6,52,412
849,"Alex Glowa","6:52.1",2013,NA,"Münster/Germany1. International Münster...","Negra Modelo 0,35  5,4%","https://www.beermile.com/records/ref_beer/beertype_Negra+Modelo+0,35++5,4%","https://www.beermile.com/query_indy/submit_1/ref_query/name_Alex+Glowa","https://www.beermile.com/display/event_5841","1. International Münsteranian Beer Mile","Münster/Germany","August 16, 2013",6,52.1,412.1
850,"Timothy Ela","6:52.2",2017,NA,"Clifton Park, NYShmaltz Brewing Beer Mile...","Slingshot","https://www.beermile.com/records/ref_beer/beertype_Slingshot","https://www.beermile.com/query_indy/submit_1/ref_query/name_Timothy+Ela","https://www.beermile.com/display/event_151087","Shmaltz Brewing Beer Mile - Wave 1","Clifton Park, NY","September 27, 2017",6,52.2,412.2
851,"Polly Keen","6:52.71",2016,NA,"London Street, San Franci...Beer Mile World Classic W...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Polly+Keen","https://www.beermile.com/display/event_150303","Beer Mile World Classic Women's Championship","London Street, San Francisco, CA, United States","July 31, 2016",6,52.71,412.71
852,"Michael Connor","6:53",2013,NA,"Irvine, CASOM Beer Mile","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Michael+Connor","https://www.beermile.com/display/event_5866","SOM Beer Mile","Irvine, CA","September 3, 2013",6,53,413
853,"Sam Burlingame","6:53",2013,NA,"New York, NY2013 DWRT Beer Mile","Naragansette Lager and Fo...","https://www.beermile.com/records/ref_beer/beertype_Naragansette+Lager+and+Fo...","https://www.beermile.com/query_indy/submit_1/ref_query/name_Sam+Burlingame","https://www.beermile.com/display/event_5892","2013 DWRT Beer Mile","New York, NY","October 17, 2013",6,53,413
854,"Kris Johnson","6:53",1996,NA,"Thunder Bay, ON2nd Annual Lakehead Unive...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Kris+Johnson","https://www.beermile.com/display/event_97","2nd Annual Lakehead University Beer Mile","Thunder Bay, ON","November 2, 1996",6,53,413
855,"Jon Francis","6:53",1997,NA,"Kingston, ON3rd Annual Kingston Sprin...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jon+Francis","https://www.beermile.com/display/event_55","3rd Annual Kingston Spring Beer Mile","Kingston, ON","April 5, 1997",6,53,413
856,"Paul Alsdorf","6:53",1998,NA,"Amherst, MANESCAC Championships I","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Paul+Alsdorf","https://www.beermile.com/display/event_5","NESCAC Championships I","Amherst, MA","April 18, 1998",6,53,413
857,"Greg Dailey","6:53",1997,NA,"Hamilton, ON","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Greg+Dailey","https://www.beermile.com/display/event_33","","Hamilton, ON","August 23, 1997",6,53,413
858,"Jon 'Hoover'","6:53",1997,NA,"Kingston, ON3rd Annual Kingston Sprin...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jon+'Hoover'","https://www.beermile.com/display/event_55","3rd Annual Kingston Spring Beer Mile","Kingston, ON","April 5, 1997",6,53,413
859,"Kris Johnson","6:53",1996,NA,"Thunder Bay, ON2nd Annual Lakehead Unive...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Kris+Johnson","https://www.beermile.com/display/event_97","2nd Annual Lakehead University Beer Mile","Thunder Bay, ON","November 2, 1996",6,53,413
860,"Billy Walsh","6:53",2017,NA,"Lansdowne Avenue, Toronto...Black Lungs Beer Mile 201...","Anderson IPA","https://www.beermile.com/records/ref_beer/beertype_Anderson+IPA","https://www.beermile.com/query_indy/submit_1/ref_query/name_Billy+Walsh","https://www.beermile.com/display/event_151119","Black Lungs Beer Mile 2017","Lansdowne Avenue, Toronto, ON, Canada","November 10, 2017",6,53,413
861,"Anton Wilson","6:53",2018,NA,"Borås, SverigeBorås BeerMile","Heineken","https://www.beermile.com/records/ref_beer/beertype_Heineken","https://www.beermile.com/query_indy/submit_1/ref_query/name_Anton+Wilson","https://www.beermile.com/display/event_151234","Borås BeerMile","Borås, Sverige","June 16, 2018",6,53,413
862,"Ed Welwood","6:53",2016,NA,"Victoria, BC, CanadaESPRIT RC Beer Mile - 2nd...","Phillips Slipstream Ale","https://www.beermile.com/records/ref_beer/beertype_Phillips+Slipstream+Ale","https://www.beermile.com/query_indy/submit_1/ref_query/name_Ed+Welwood","https://www.beermile.com/display/event_150404","ESPRIT RC Beer Mile - 2nd Annual","Victoria, BC, Canada","December 21, 2016",6,53,413
863,"T ???","6:53",2015,NA,"New York, NY2015 Spring NYC Beer Mile...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_T+???","https://www.beermile.com/display/event_6384","2015 Spring NYC Beer Mile Championship","New York, NY","June 18, 2015",6,53,413
864,"Sev Leblanc","6:53",2003,NA,"Vancouver, BC5th Annual Gemini Beer Mi...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Sev+Leblanc","https://www.beermile.com/display/event_228","5th Annual Gemini Beer Mile","Vancouver, BC","September 12, 2003",6,53,413
865,"Guillaume Audic","6:53",2016,NA,"Paris, FranceSecond French Beer Mile","Heineken 5% 0.33l","https://www.beermile.com/records/ref_beer/beertype_Heineken+5%+0.33l","https://www.beermile.com/query_indy/submit_1/ref_query/name_Guillaume+Audic","https://www.beermile.com/display/event_150254","Second French Beer Mile","Paris, France","June 30, 2016",6,53,413
866,"Brice Evans","6:53",2002,NA,"Vancouver, BC4th Annual Gemini Beer MI...","Canadian","https://www.beermile.com/records/ref_beer/beertype_Canadian","https://www.beermile.com/query_indy/submit_1/ref_query/name_Brice+Evans","https://www.beermile.com/display/event_172","4th Annual Gemini Beer MIle","Vancouver, BC","September 13, 2002",6,53,413
867,"Will Anderson","6:53",2018,NA,"Albuquerque, New Mexico3rd Annual Dukes TC Beer ...","Rogue Cold Brew 2.0","https://www.beermile.com/records/ref_beer/beertype_Rogue+Cold+Brew+2.0","https://www.beermile.com/query_indy/submit_1/ref_query/name_Will+Anderson","https://www.beermile.com/display/event_151275","3rd Annual Dukes TC Beer Mile","Albuquerque, New Mexico","August 1, 2018",6,53,413
868,"Mana Sidoroff","6:53",2014,NA,"Pirkkolan urheilupuisto, ...The Backwood Hillbillies ...","Brookyln Lager","https://www.beermile.com/records/ref_beer/beertype_Brookyln+Lager","https://www.beermile.com/query_indy/submit_1/ref_query/name_Mana+Sidoroff","https://www.beermile.com/display/event_6103","The Backwood Hillbillies International Beer Mile 2014","Pirkkolan urheilupuisto, Helsinki, Finland","August 27, 2014",6,53,413
869,"Stefan Jakobsen","6:53",2007,NA,"Victoria, BC4th Annual Dave Smart Bee...","Granville Island Winter A...","https://www.beermile.com/records/ref_beer/beertype_Granville+Island+Winter+A...","https://www.beermile.com/query_indy/submit_1/ref_query/name_Stefan+Jakobsen","https://www.beermile.com/display/event_913","4th Annual Dave Smart Beer Mile","Victoria, BC","December 18, 2007",6,53,413
870,"Elizabeth Laseter","6:53",2015,NA,"Austin, TX, United StatesFloTrack 2015 Championshi...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Elizabeth+Laseter","https://www.beermile.com/display/event_6605","FloTrack 2015 Championships, Women's Elite","Austin, TX, United States","December 1, 2015",6,53,413
871,"Tyler Thompson","6:53",2015,NA,"Portland, OR, United Stat...Oregon Beer Mile 2015 - M...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Tyler+Thompson","https://www.beermile.com/display/event_6633","Oregon Beer Mile 2015 - Men's Elite","Portland, OR, United States","December 5, 2015",6,53,413
872,"Vasiliy Permitin","6:53",2019,NA,"Moscow, RussiaBeer Mile Moscow 2019","Peroni","https://www.beermile.com/records/ref_beer/beertype_Peroni","https://www.beermile.com/query_indy/submit_1/ref_query/name_Vasiliy+Permitin","https://www.beermile.com/display/event_151389","Beer Mile Moscow 2019","Moscow, Russia","April 13, 2019",6,53,413
873,"Laura Riches","6:53",2020,NA,"San Francisco, cA2020 Beer Mile EWorld Cla...","Brooklyn Lager","https://www.beermile.com/records/ref_beer/beertype_Brooklyn+Lager","https://www.beermile.com/query_indy/submit_1/ref_query/name_Laura+Riches","https://www.beermile.com/display/event_151628","2020 Beer Mile EWorld Classic (Women)","San Francisco, cA","July 4, 2020",6,53,413
874,"Kevin Naughton","6:53.1",2015,NA,"Flatrock Speedway, Carlto...2015 Michigan Beer Mile, ...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Kevin+Naughton","https://www.beermile.com/display/event_6609","2015 Michigan Beer Mile, Elite Heat","Flatrock Speedway, Carlton, MI","November 14, 2015",6,53.1,413.1
875,"Peter Aronsson","6:53.4",2012,NA,"Linkoping, SwedenLiTHe Syra Annual Beer Mi...","33 cl","https://www.beermile.com/records/ref_beer/beertype_33+cl","https://www.beermile.com/query_indy/submit_1/ref_query/name_Peter+Aronsson","https://www.beermile.com/display/event_5690","LiTHe Syra Annual Beer Mile 2012","Linkoping, Sweden","October 2, 2012",6,53.4,413.4
876,"Myles Sichewski","6:54",2016,NA,"Winnipeg, MB, Canada2016 Manitoba Winter Beer...","Coors Banquet","https://www.beermile.com/records/ref_beer/beertype_Coors+Banquet","https://www.beermile.com/query_indy/submit_1/ref_query/name_Myles+Sichewski","https://www.beermile.com/display/event_6691","2016 Manitoba Winter Beermile","Winnipeg, MB, Canada","March 26, 2016",6,54,414
877,"Allen ""The Champion"" W","6:54",2007,NA,"Spearfish, SD2nd Annual BHSU v SDSMT B...","Busch Heavy","https://www.beermile.com/records/ref_beer/beertype_Busch+Heavy","https://www.beermile.com/query_indy/submit_1/ref_query/name_Allen+""The+Champion""+W","https://www.beermile.com/display/event_915","2nd Annual BHSU v SDSMT Beer Mile Dual","Spearfish, SD","December 14, 2007",6,54,414
878,"Jon Hiatt","6:54",2007,NA,"Chicago, ILChicago Beer Mile III","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Jon+Hiatt","https://www.beermile.com/display/event_1060","Chicago Beer Mile III","Chicago, IL","November 17, 2007",6,54,414
879,"JF Gosselin","6:54",2007,NA,"Sherbrooke, PQCIS Champion's 2007 BM","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_JF+Gosselin","https://www.beermile.com/display/event_755","CIS Champion's 2007 BM","Sherbrooke, PQ","March 31, 2007",6,54,414
880,"Trevor McIlroy","6:54",2018,NA,"Lethbridge, AB, CanadaLethbridge Summer Series ...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Trevor+McIlroy","https://www.beermile.com/display/event_151294","Lethbridge Summer Series #2.4","Lethbridge, AB, Canada","August 18, 2018",6,54,414
